Cell Number,Average Cell Weight (g),Standard Deviation (g)
195.0,46.59751326844636,0.006290387819332675
196.0,46.88948905110501,0.00821708217262903
197.0,47.15687267695325,0.005057483904640309
198.0,46.99770335627703,0.0077927862625937734
199.0,46.86347007585393,0.006257979243892552
200.0,46.96481101718559,0.004231510021101785
201.0,46.84046971573433,0.009957009228094166
202.0,46.78276588363564,0.004043213382465148
203.0,47.08818540762987,0.008401254894740364
204.0,46.998770588143984,0.00857773311480058
205.0,46.87252250729585,0.005839787696724476
206.0,46.92969929714741,0.007519642188268016
207.0,46.9266888672298,0.00727939189893697
208.0,0.0003248862897985705,0.0
209.0,46.806267253974916,0.005056131089275334
210.0,46.84910549164935,0.0071703779651860035
211.0,46.804500487329435,0.006720136601248195
212.0,46.88533411116328,0.006023179393641326
213.0,46.717451392012805,0.005347777215054969
214.0,46.77841496673347,0.1425778067181471
215.0,46.88888129262673,0.00777342246693799
216.0,46.75468889942575,0.005906069840254546
217.0,46.997334138572974,0.18746599878763884
218.0,47.14919131564823,0.25504085469005444
219.0,46.969516721362716,0.006350310339120693
220.0,47.01008731063624,0.04230348908962841
221.0,46.91624968662543,0.008507972800724146
222.0,46.81035122928649,0.1096478712972514
223.0,46.577714711615634,0.006614887822769377
224.0,46.98997395403134,0.009502456510855933
225.0,46.76182628843063,0.007753827441364211
226.0,46.59073367799531,0.002218321206054894
227.0,46.95393311902237,0.016076855370382257
228.0,46.591851524447065,0.008231806097545468
229.0,47.03499204726198,0.004119417375415127
230.0,46.911776807393736,0.01812727618083258
231.0,46.86512453079439,0.005109134260389092
232.0,46.625413983893516,0.004946809202496079
233.0,46.88723755938668,0.007487589957142328
234.0,46.84243335029783,0.0048443530276651115
235.0,46.74916441916562,0.0036828341828790663
236.0,46.74711392679228,0.00326543046641442
237.0,46.89502034407004,0.006476477916598408
238.0,46.657042872672285,0.0035533185578400473
239.0,46.8810528624626,0.0061356514210231285
240.0,46.86245731920393,0.0054863575319482275
241.0,46.846634848511634,0.007628158239590519
242.0,46.8385413101013,0.025638887590055934
243.0,46.8563987298811,0.007666471486315799
244.0,46.605793506051704,0.007226713698478503
245.0,46.7613987635502,0.004117003255412082
246.0,46.94153475194775,0.00588557443450947
247.0,46.69107816502505,0.006354703480868324
248.0,47.03814030699862,0.003885641840779861
249.0,46.900550434989604,0.04212757014675244
250.0,46.66913734693352,0.008029578086489587
251.0,0.008206362900233738,0.0002888617472978286
252.0,47.00140821631792,0.0093918228937383
253.0,46.64763434627927,0.03925981028674611
254.0,46.86734919830721,0.008510297097798325
255.0,46.83197566859476,0.004951035539900768
256.0,46.78136524280809,0.08601828851819004
257.0,46.866225218629374,0.009891687980517627
258.0,46.651469092196805,0.00639578050734051
259.0,47.09564096683605,0.10618215144259276
260.0,46.67877565024975,0.007482852185016743
261.0,46.75968163876523,0.006460099599553074
262.0,46.74996327644183,0.4905481387646439
263.0,46.87450196384601,0.007430764298620666
264.0,46.69520907676618,0.006209628162817974
265.0,46.66912033945411,0.004314992649658408
266.0,46.606699963491025,0.006371357750801477
267.0,46.999047333924196,0.21173618396422209
268.0,46.92449232893125,0.005727512774211823
269.0,46.71929517159046,0.009189906788322606
270.0,46.922891976733325,0.010407375747103311
271.0,46.936051947121996,0.0060180591479887585
272.0,46.88969873059224,0.04247272023233169
273.0,46.9852960526223,0.05799797949672413
274.0,47.058142081189686,0.1053782729514813
275.0,46.78407961815472,0.006937496620899898
276.0,46.85215282341453,0.054939463085944135
277.0,46.91274714694693,0.007237367538734216
278.0,46.90452775577099,0.01479325487508747
279.0,46.904564115703195,0.11912130925099286
280.0,46.88568894970865,0.015005823850557357
281.0,46.79371887943612,0.08454841445626418
282.0,46.70254626309411,0.1071391312157615
283.0,46.86140814070281,0.06810479681841553
284.0,46.91094241937007,0.07290669758748025
285.0,46.8821208467084,0.05646150159408653
286.0,46.71760884867111,0.13754175323514484
287.0,46.772482191827784,0.0723223216897526
288.0,47.01023619186961,0.005938422057288652
289.0,46.629655521205606,0.18326970855633973
290.0,46.739652892428936,0.10385663720969653
291.0,46.9673700294592,0.09085592612650015
292.0,46.84271974585513,0.09043839657736549
293.0,46.84649190096316,0.03158964295215449
294.0,47.06119490350793,0.09798516018382043
295.0,47.00249536230815,0.08496777737512942
296.0,46.910485418321095,0.020736118166311282
297.0,46.78751699625629,0.06586854755282302
298.0,46.71807072530717,0.06681087693475544
299.0,46.784513853030376,0.04705135504368348
300.0,46.82688390306263,0.021792979443003513
301.0,46.90257419630406,0.03891595893511834
302.0,46.91810241237022,0.03968418830809474
303.0,46.769197327403006,0.11280744216403832
304.0,46.688284843999874,0.07668534654439474
305.0,46.931732588578846,0.03416566618098178
306.0,46.814270590496925,0.09351746303320817
307.0,46.7749866755642,0.07245404299522826
308.0,46.777446831564475,0.008611012459593455
309.0,46.81455466952392,0.02756923091444456
310.0,47.033790881218735,0.1256063787087097
311.0,47.03083405178177,0.09684591697152822
312.0,47.014921632461906,0.004856755543858799
313.0,46.88099906324923,0.05796459710947712
314.0,46.97029938878577,0.004328647852339529
315.0,46.95861596292225,0.006180457011210578
316.0,46.86477739283744,0.0475202344060748
317.0,46.93887399880976,0.045749006932457474
318.0,46.99970789267179,0.014720754724461745
319.0,46.96521379366492,0.013019883210302088
320.0,47.01542041962477,0.03424359415420943
321.0,46.845282333421665,0.08743756284319441
322.0,46.888837462449615,0.12561317040864414
323.0,46.92177749472055,0.10955206936916885
324.0,46.87242247704452,0.005110903250595537
325.0,46.84782086838669,0.021227464717080695
326.0,46.88049883919871,0.023737938057194506
327.0,46.70201135109327,0.10671150622124677
328.0,47.02284859227428,0.18298992302316344
329.0,46.874327154540055,0.15828934232742214
330.0,47.11790245499176,0.15030303601067307
331.0,47.00463109744405,0.09549781417724255
332.0,46.690871362050466,0.13519353591019506
333.0,47.03283072616915,0.19391485043847295
334.0,46.88801592746508,0.012330017675724902
335.0,46.87016738868106,0.010315140847806926
336.0,47.015824028237105,0.05306094681045494
337.0,46.77094668422301,0.14909516805352152
338.0,46.95347475667675,0.1293425877583574
339.0,46.94238445898231,0.003620676154378509
340.0,47.042726998652554,0.039188734005118415
341.0,47.0250568889549,0.0234791781561367
342.0,47.07468808540771,0.02296254183075049
343.0,46.98759274314514,0.060391306993268466
344.0,46.9482093176449,0.017462197838854394
345.0,46.956270589723324,0.014041988516539235
346.0,47.110343247570256,0.07657720414018884
347.0,47.14072488812084,0.18838949706935204
348.0,46.99931501209921,0.06604098895075901
349.0,46.98369075756441,0.07875830993819832
350.0,46.982879840144264,0.010548160610698954
351.0,47.04710357110197,0.015397049610500728
352.0,46.82408430436565,1.026939122405967
353.0,47.08274762299551,0.10210214060660547
354.0,47.06924448407682,0.02622371324863564
355.0,46.74114708409349,0.29278732398819046
356.0,47.01000887452652,0.3242714899553002
357.0,47.11600755391597,0.06944065983403729
358.0,46.91950477022485,0.22803033531100003
359.0,46.9554320724314,0.06580896644020863
360.0,46.96749307535477,0.12332001640776666
361.0,46.869970679325625,0.14660016582862312
362.0,46.89568832376695,0.11933198612378663
363.0,47.00990546758182,0.09199016771154155
364.0,47.02077388856957,0.021288174109967698
365.0,46.627388291866694,0.003532116544199046
366.0,46.60044635040384,0.07137899422090865
367.0,46.88627588332917,0.15830106606967093
368.0,47.041955446982755,0.04722367193228717
369.0,46.908847961945746,0.02329597285987031
370.0,46.756900142702484,0.19813015710857568
371.0,46.674252511398116,0.011718531793321907
372.0,46.70128144006704,0.005827811684352094
373.0,46.884118741165956,0.5340846948197167
374.0,46.923333315408975,0.1552377683787289
375.0,46.786804329763775,0.1638213731906845
376.0,46.78779287702662,0.10762219262626825
377.0,46.92700494650539,0.06613669324540408
378.0,47.15813333659914,0.45102951523951795
379.0,47.00137403254867,0.21889086299884603
380.0,47.20175885680509,0.4494543300422876
381.0,46.98972152525405,0.03835174715372215
382.0,46.773540126347996,0.1708886097782608
383.0,46.60884965466302,0.025538538217134345
384.0,46.668425809807026,0.03859712038724552
385.0,46.81037012802968,0.0651686336536791
386.0,46.9069661057008,0.03732584314131438
387.0,46.88192363572202,0.08647313280505216
388.0,46.537377359928506,0.12066646990731585
389.0,46.909392736300056,0.06659579370916739
390.0,46.81058328116295,0.2956821874557454
391.0,46.819567527446516,0.07256901714025599
392.0,46.83364854778476,0.01905108914115992
393.0,46.873067038961686,0.41394520365681176
394.0,47.031568830003856,0.1472082918374231
395.0,47.04328635808706,0.038524869372205825
396.0,47.13971118840203,0.05463568050714146
397.0,46.96208207013897,0.1134281036515946
398.0,46.775256668150966,0.0648347225031169
399.0,46.9066962796719,0.1528951354366028
400.0,46.83042096696798,0.03354798921711944
401.0,47.035745805047725,0.13565891511115252
402.0,47.08581220063335,0.02120812533668467
403.0,47.12049105014519,0.01902679118644789
404.0,46.8646177184305,0.15631861391148918
405.0,46.93286682920073,0.05950190804320235
406.0,46.812187233856484,0.11228704038026385
407.0,46.868985145507516,0.0052049785662341705
408.0,46.87709458684899,0.00635929698896278
409.0,46.83142053470419,0.066821490803273
410.0,46.910404736196455,0.04903569640180521
411.0,47.03835256639223,0.10448334129390124
412.0,47.05839048888311,0.05289280261761605
413.0,47.05699558451964,0.038571642200027914
414.0,47.02595603425785,0.5355301085374929
415.0,46.81435500159525,0.058795099259397215
416.0,46.86999597329505,0.08334092732633175
417.0,46.93906212374489,0.02860528663508384
418.0,46.972736312142764,0.0512084988524356
419.0,46.99902586518066,0.006689515302720152
420.0,46.93491953926285,0.038830640963864654
421.0,47.01002736065654,0.048090104903514445
422.0,46.912110190311296,0.0847361069892402
423.0,46.92109524785292,0.12378769090428189
424.0,46.98742095426739,0.016388871514012394
425.0,46.699456017329574,0.22797085857429425
426.0,46.529349561879826,0.0380179448601549
427.0,46.891601839608335,0.0035677999706564345
428.0,47.06521089161598,0.11511264304374351
429.0,47.219422379594235,0.04208650597329831
430.0,46.979876688764264,0.30506401474614064
431.0,46.75420127442399,0.17174212337831285
432.0,46.970279457001354,0.13400049212558304
433.0,46.86572834364349,0.055329489157616554
434.0,46.93442900173981,0.07788004192380281
435.0,46.957937444381116,0.02087739562774244
436.0,46.955957372889415,0.006062641167973906
437.0,46.79686989095839,0.0072453500069578946
438.0,47.165849326460965,0.23947771937987758
439.0,47.27693669639477,0.13196481101072846
440.0,46.89643833783616,0.06044751926001536
441.0,46.77381636326302,0.09196851589780175
442.0,46.75724191974911,0.062432256006680474
443.0,46.85309157282348,0.02898502341691733
444.0,46.87412886976501,0.004895842226742728
445.0,46.994996505809006,0.18871928444557617
446.0,46.8494408012128,0.07957011746320979
447.0,46.93865051785366,0.06550768167893767
448.0,46.94822347740293,0.08628298406477697
449.0,46.83563931400962,0.12639932315742097
450.0,46.75085311209168,0.47582124987859264
451.0,47.01643675521884,0.2570232151451628
452.0,46.95302677619274,0.26232731978372
453.0,47.00216175962741,0.18982977459888492
454.0,46.99491582089899,0.1043174706058089
455.0,46.87521763596542,0.010848020210003492
456.0,47.08170793610807,0.09287301669621845
457.0,47.07911229003685,0.11229480103633308
458.0,47.04192000775726,0.11041501587086953
459.0,47.06368445255502,0.042880379503843956
460.0,46.95308246571528,0.05230383260947829
461.0,46.932131461509535,0.010519445416624877
462.0,46.826174759410584,0.09791505591724878
463.0,46.947629404290396,0.14320875167787317
464.0,46.96746848031489,0.05735778062746008
465.0,47.028081125832216,0.03891145684443245
466.0,46.76316197810232,0.109181789577983
467.0,46.839499857832976,0.07098088052651874
468.0,46.91329956648186,0.013288969503794284
469.0,46.93748534115751,0.016977521032311867
470.0,47.026365928636444,0.007561929705996743
471.0,47.069507171231045,0.04703596834636638
472.0,46.79049332419433,0.12772421696779193
473.0,46.67208021994946,0.03967514951042731
474.0,46.74160579168171,0.10810927739385137
475.0,46.903787192673335,0.007303259921025036
476.0,46.91710816432461,0.19391112075690106
477.0,46.80874455870212,0.0365343034309224
478.0,46.97501205413254,0.0856470867336611
479.0,46.889124401893476,0.10689260739834312
480.0,47.01408522030894,0.08212314988865237
481.0,47.00530995389699,0.018141008821619113
482.0,47.17143062969353,0.0818149894274293
483.0,46.920906554114204,0.16309511992600723
484.0,46.72339579354997,0.044463861551118755
485.0,46.74395003955966,0.018022618107975157
486.0,46.70454565588519,0.005247657620759846
487.0,46.688281381587366,0.011791330997345155
488.0,46.85606242268835,0.027872401440793077
489.0,46.621428532001374,0.12126570396015289
490.0,46.91064881029775,0.13899520789845862
491.0,46.956053815119795,0.04042248356616091
492.0,46.902609784723,0.11261855926752287
493.0,46.938717204473775,0.024610382865019573
494.0,46.9061289382077,0.0586027351052247
495.0,46.92143490416762,0.04999953678077122
496.0,47.09617627046068,0.08550839586808447
497.0,46.84791430038975,0.010231162768268262
498.0,46.870877500929545,0.008344704735860693
499.0,46.880561902124825,0.0038997873333853792
500.0,46.94041714584554,0.02449018734700908
501.0,46.97262905981145,0.008514873992125443
502.0,46.95516029244406,0.028538832353629
503.0,46.98759682003084,0.043179281929331334
504.0,47.02926831244785,0.02242483672072367
505.0,46.883689163725,0.08693408626789428
506.0,46.77674170811821,0.052638338069188884
507.0,46.815286673214814,0.03078707229390138
508.0,46.91110409442681,0.004775459060205881
509.0,47.02117678319267,0.056214380753725444
510.0,47.01975063556858,0.004264389484139954
511.0,46.866723856028884,0.00572549117020301
512.0,47.05605235202909,0.011766162468405256
513.0,46.85210584861236,0.018496266431356122
514.0,46.8528626265896,0.004858334036105313
515.0,46.87267106361839,0.0059198841303409145
516.0,46.54338755863351,0.006316729952026081
517.0,46.9440856057818,0.0054852430186428935
518.0,46.83066679668878,0.04886166660715567
519.0,46.97952999836059,0.009124789223615887
520.0,46.740555113119235,0.08087633076595303
521.0,46.868413238358634,0.03992914904265116
522.0,47.05121241007572,0.06275431767876541
523.0,46.85581803598301,0.003730697509947251
524.0,46.935227309748754,0.041851780436337895
525.0,47.05802667780683,0.056880940385638144
526.0,46.971485136848266,0.04609494920485667
527.0,46.88734848813188,0.026396657196340285
528.0,47.03843202305004,0.0031178654369231522
529.0,46.75535140734117,0.12446025587078
530.0,46.98473813686625,0.08175057912981658
531.0,46.433181140793934,0.04351513591516948
532.0,46.87888292801308,0.22403248470280684
533.0,46.94237856181653,0.08481580371348921
534.0,46.87197899970429,0.03358591094595203
535.0,46.90995941292778,0.06066660613958513
536.0,46.90021411373218,0.011832834105548263
537.0,46.69889491169736,0.12370717876097631
538.0,46.8833843921858,0.12421914525832463
539.0,46.92583391306748,0.029067078929927867
540.0,46.938730987662154,0.029934532408868487
541.0,47.00651435665816,0.12150606810103227
542.0,47.03672371358105,0.08140402443854984
543.0,47.06230662446447,0.09178687343297567
544.0,46.94874235985262,0.011992364779344502
545.0,46.91867288491675,0.015269744049467198
546.0,46.89263000924186,0.272859331738449
547.0,46.75257320152877,0.07887893172416606
548.0,46.77387893441885,0.13639982444573018
549.0,46.668481622873514,0.0805710504644553
550.0,46.68445913418004,0.009974963294976413
551.0,46.877225621511286,0.07715830791590964
552.0,46.962306568012735,0.045947931719539786
553.0,46.8860518788194,0.0
554.0,46.945205457137284,0.08944839311076645
555.0,47.03120465909668,0.03923386727629047
556.0,46.7049985708641,0.1356586609950905
557.0,46.91738476905997,0.16026487726976044
558.0,46.978976780819934,0.03516587556188165
559.0,46.756055643201584,0.11182390221520708
560.0,46.82776460084857,0.06252655242603253
561.0,46.92154132528635,0.016424437231109826
562.0,46.588655214166586,0.17788723582946836
563.0,46.55945948311213,0.059342644106339916
564.0,46.630454607838885,0.006618798922553078
565.0,46.88947661573779,0.1317280857378306
566.0,46.859918614921014,0.04400626901795874
567.0,46.83160212857437,0.05229528869787207
568.0,46.77001954250662,0.04343839098062106
569.0,46.765561333913304,0.022478455056551886
570.0,168817.32822337805,40.998446732263794
571.0,167577.6262019231,818.271693353172
572.0,168799.0248905566,1307.3405895250442
573.0,170395.32992400028,293.9079692648629
574.0,248807.1794871795,0.0
575.0,197316.92307692303,0.0
576.0,170433.07261366083,386.1844496403484
577.0,167988.8854425145,1601.627921273195
578.0,167266.24562056243,11.421967124992362
579.0,169405.07510654652,136.56214491018065
580.0,169150.86629001884,422.68662660352624
581.0,171112.32132208877,18.28812238150873
582.0,170298.446197677,873.6254425819527
583.0,170011.26796925426,268.4976920263815
584.0,170562.77560480952,212.3078318977831
585.0,423067.17948717956,0.0
586.0,46.855584264151474,0.03358358895056207
587.0,46.78582415888495,0.10160506000957373
588.0,46.89724523986409,0.13566265438365752
589.0,46.558878703866974,0.38999678397912446
590.0,46.98037606919611,0.20531632778407882
591.0,46.73802752525383,0.01979545624851242
592.0,46.86616011103622,0.0611363555404388
593.0,47.04159135871474,0.10722192611766077
594.0,46.5987842451286,0.2679295697199956
595.0,46.726849969344244,0.11425513563898594
596.0,46.913256891762224,0.06932342589543476
597.0,46.92236777244594,0.019927082217459275
598.0,46.84493996432368,0.08827909812596504
599.0,46.73781753694022,0.2593680332418568
600.0,46.79765144823628,0.050560641514629384
601.0,46.6829005569699,0.0684701106560975
602.0,46.669216100226606,0.007664053730674275
603.0,46.76735700121314,0.04763490502314967
604.0,46.71983630015664,0.040385738128897605
605.0,46.87514699385447,0.14118777850035463
606.0,46.66835746890753,0.12441365159318918
607.0,46.83379655353724,0.11122940059457603
608.0,47.031239061169806,0.04840060652876154
609.0,47.163746932766294,0.14702874908894373
610.0,47.13788637310131,0.08756075898005998
611.0,46.86562639565824,0.15682442748741438
612.0,46.87349262598436,0.05354896106228637
613.0,46.83282676084783,0.1115339707540863
614.0,46.9418932465145,0.07786588249419095
615.0,46.865244798849716,0.05992177179640041
616.0,46.990767206649245,0.0707253553345971
617.0,47.071136652405826,0.025547760958357105
618.0,46.814978000938844,0.008601045810475254
619.0,47.17499305812974,0.1063785203291891
620.0,47.02990330899769,0.1678232956435717
621.0,47.05903815747304,0.06844209704162182
622.0,46.90980751203207,0.09534228126704451
623.0,46.91570524023047,0.023970351406472794
624.0,46.84126755126562,0.08296033576201466
625.0,46.91114785508067,0.03299971742680257
626.0,46.8952437957357,0.04021643991821741
627.0,46.838945674865705,0.058433440795283564
628.0,47.12258728458865,0.003694418594512009
629.0,46.85187379275417,0.18566913999909773
630.0,46.84647331384348,0.33404249907522987
631.0,46.738788166632666,0.0227144387417154
632.0,46.886363801340856,0.14844558583348913
633.0,47.073771533395394,0.10412376898180072
634.0,46.7501222425788,0.09378721749276465
635.0,46.75741201821543,0.19821510715398055
636.0,46.77596513947886,0.30984601921883387
637.0,46.61136655711613,0.17349730919330925
638.0,46.56667705706948,0.02669664515197653
639.0,46.91681321098313,0.019327057494635317
640.0,47.16711937343936,0.10701489455618801
641.0,47.364362973208955,1.5365351920832537
642.0,46.99574456053951,0.027817571803553376
643.0,46.497774266157236,0.04891638297656254
644.0,46.863710887932086,0.23343663880713117
645.0,47.94327506158223,2.5053735761886275
646.0,46.88046447142291,0.11207130085933655
647.0,46.81776603950938,0.03892833311390951
648.0,46.84292631751964,0.035296632569636686
649.0,46.8864015642342,0.02487621064933578
650.0,46.95913517379569,0.031988331231841916
651.0,46.757599025512725,0.19872121039316434
652.0,46.793276346313235,0.07278538022521926
653.0,46.66846144604854,0.09292037032547551
654.0,46.64378531779557,0.029244915432923207
655.0,46.79881946510426,0.11852256702202764
656.0,46.82728186502869,0.032124305222164265
657.0,46.97081967153954,0.4573823496699838
658.0,46.855073581232894,0.0472546673865875
659.0,46.740170229621036,0.054043733705598514
660.0,46.754843162200665,0.10798419561160184
661.0,46.815167017653046,0.05127805256437867
662.0,46.77981230636859,0.01638574074343435
663.0,46.805808707539306,0.10989162581373944
