38.9300177,-95.6772808
38.9303578,-95.6770314
38.9301658,-95.6765459

38.9301303,-95.6764386
38.9300093,-95.676098
38.9302681,-95.6758002

38.9307359,-95.6753875
38.9309007,-95.6747545
38.930521,-95.674379

38.9303048,-95.6742643
38.9301212,-95.6741034
38.9300503,-95.6737037

38.9299384,-95.6729351
38.9296713,-95.6724013
38.9293041,-95.6722753

38.9272192,-95.6716292
38.9266746,-95.671597
38.9259306,-95.6719395

38.925799,-95.6719838
38.9253942,-95.6719569
38.9250353,-95.6715922

38.9250207,-95.6714554
38.9249289,-95.671104
38.9245929,-95.6710664

38.9209657,-95.670637
38.9204482,-95.6706639
38.9201769,-95.6712271

38.919777,-95.6722293
38.9195891,-95.6728838
38.9201317,-95.6728462

38.9213731,-95.6727495
38.9219949,-95.6727388
38.9217445,-95.6736776

38.9215797,-95.6741408
38.9212918,-95.674688
38.9206741,-95.6746236

38.9197977,-95.6744706
38.9189546,-95.6752807
38.9197142,-95.6766057

38.9216707,-95.6769508
38.9222133,-95.6770474
38.9222717,-95.6764251

38.9222884,-95.6761837
38.9224721,-95.6757438
38.9230772,-95.6756902

38.9233549,-95.6756594
38.9238349,-95.6756487
38.9244233,-95.6759008

38.9254124,-95.6763631
38.9259258,-95.6766045
38.9266018,-95.6767225
