38.9292835,-95.6772234
38.9294703,-95.6772569
38.9295829,-95.6772569
38.9298271,-95.6772636
38.9300253,-95.6772703
38.9300795,-95.6772757
38.9301119,-95.677269
38.9301505,-95.6772582
38.9301849,-95.6772435
38.9302266,-95.6772234
38.9302579,-95.6771965
38.9302809,-95.677167
38.9302997,-95.6771228
38.9303132,-95.6770879
38.9303278,-95.6770437
38.9303331,-95.6770034
38.9303362,-95.6769605
38.9303341,-95.6769203
38.9303331,-95.6768787
38.9303226,-95.6768452
38.9303122,-95.6768117
38.9303028,-95.6767795
38.9302882,-95.6767486
38.9302715,-95.6767138
38.9302506,-95.6766655
38.9300952,-95.6763838
38.9300722,-95.6763356
38.9300608,-95.6762967
38.9300482,-95.6762524
38.9300357,-95.6762041
38.9300347,-95.6761532
38.9300399,-95.6761049
38.9300514,-95.676066
38.930066,-95.6760325
38.9300879,-95.6759963
38.9301296,-95.6759493
38.9301588,-95.6759104
38.9304374,-95.6756476
38.9306638,-95.6754464
38.9307608,-95.6753539
38.93079,-95.6753163
38.930814,-95.6752895
38.9308317,-95.6752533
38.9308474,-95.6752157
38.9308609,-95.6751782
38.9308787,-95.6751353
38.9308912,-95.6750964
38.9309016,-95.6750454
38.9309079,-95.6749985
38.93091,-95.6749448
38.9309079,-95.6748979
38.9309016,-95.6748563
38.9308922,-95.6748121
38.9308828,-95.6747665
38.9308651,-95.6747236
38.9308474,-95.674686
38.9308286,-95.6746565
38.9308088,-95.6746243
38.9307827,-95.6745961
38.9307535,-95.6745613
38.9307253,-95.6745331
38.930694,-95.674509
38.9306638,-95.6744862
38.9306325,-95.6744674
38.9302412,-95.6742206
38.9302126,-95.6742025
38.9301993,-95.6741898
38.9301865,-95.6741764
38.9301758,-95.6741643
38.9301687,-95.6741559
38.9301601,-95.6741459
38.9301533,-95.6741335
38.9301468,-95.6741211
38.9301322,-95.6740916
38.930126,-95.6740788
38.9301202,-95.6740667
38.9301161,-95.674052
38.9301111,-95.6740399
38.9301082,-95.6740299
38.9301043,-95.6740168
38.9300999,-95.674003
38.9300962,-95.6739896
38.9300923,-95.6739789
38.9300884,-95.6739611
38.9300858,-95.673946
38.9300835,-95.6739326
38.9300795,-95.6739115
38.9300759,-95.6738894
38.9300699,-95.6738599
38.9300467,-95.6737057
38.9300028,-95.6733996
38.9299616,-95.6731113
38.9299303,-95.6728793
38.9299275,-95.6728611
38.9299236,-95.6728481
38.9299209,-95.6728387
38.9299095,-95.6727988
38.9298706,-95.6726596
38.9298683,-95.6726529
38.9298633,-95.6726442
38.9298586,-95.6726379
38.9297924,-95.6725326
38.9297882,-95.6725249
38.9297828,-95.6725172
38.9297657,-95.672501
38.929754,-95.672491
38.9297381,-95.6724745
38.9296917,-95.6724283
38.9296849,-95.6724212
38.9296763,-95.6724159
38.9296392,-95.6723941
38.9296218,-95.6723837
38.9296056,-95.6723736
38.929585,-95.6723605
38.9295806,-95.6723568
38.9295722,-95.6723568
38.9295563,-95.6723511
38.9295044,-95.6723387
38.9294929,-95.6723351
38.9294835,-95.672331
38.9293923,-95.6722995
38.9292757,-95.6722596
38.9290999,-95.672204
38.9289176,-95.6721453
38.9287895,-95.6721054
38.9286479,-95.6720595
38.928512,-95.6720162
38.9283998,-95.6719793
38.9282676,-95.6719381
38.9281395,-95.6718955
38.9279796,-95.6718449
38.9278093,-95.6717886
38.9276907,-95.671753
38.9275193,-95.6716967
38.9273357,-95.6716444
38.9272699,-95.6716239
38.9272595,-95.6716216
38.9272321,-95.6716166
38.9271998,-95.6716112
38.9270887,-95.6715914
38.9270673,-95.6715871
38.9270587,-95.6715867
38.9270196,-95.671586
38.926923,-95.6715824
