Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
40.82,1419991.0,47166175.0,,,
123.35799999999999,,,726.0,782.0,754.0
323.293,,,772.0,834.0,803.0
664.1510000000001,,,,,
666.222,,,817.0,828.0,822.5
722.942,,,,,
864.453,,,717.0,850.0,783.5
1064.402,,,849.0,866.0,857.5
1323.128,,,823.0,880.0,851.5
1523.079,,,824.0,856.0,840.0
1663.694,,,,,
1722.442,,,,,
1724.308,,,818.0,873.0,845.5
1745.224,,,,,
1845.011,,,,,
1886.487,1439346.0,51366651.0,,,
1922.9279999999999,,,852.0,860.0,856.0
1945.0410000000002,,,,,
2045.0739999999998,,,,,
2122.953,,,873.0,859.0,866.0
2145.1020000000003,,,,,
2245.272,,,,,
2322.927,,,867.0,872.0,869.5
2345.545,,,,,
2445.331,,,,,
2522.821,,,864.0,860.0,862.0
2545.303,,,,,
2645.333,,,,,
2663.5,,,,,
2722.248,,,,,
2724.052,,,859.0,855.0,857.0
2745.427,,,,,
2845.7,,,,,
2946.006,,,,,
3046.238,,,,,
3063.857,,,849.0,848.0,848.5
3146.0240000000003,,,,,
3246.0570000000002,,,,,
3263.8779999999997,,,836.0,838.0,837.0
3346.0879999999997,,,,,
3446.118,,,,,
3463.762,,,825.0,836.0,830.5
3546.362,,,,,
3646.619,,,,,
3663.24,,,,,
3721.988,,,,,
3723.8579999999997,,,822.0,815.0,818.5
3731.262,1441235.0,463344.0,,,
3746.929,,,,,
3847.14,,,,,
3922.5240000000003,,,814.0,816.0,815.0
3947.395,,,,,
4047.6820000000002,,,,,
4122.486,,,810.0,814.0,812.0
4147.457,,,,,
4247.484,,,,,
4322.379,,,791.0,798.0,794.5
4347.527,,,,,
4447.559,,,,,
4522.407999999999,,,792.0,803.0,797.5
4547.902,,,,,
4648.076,,,,,
4663.012,,,,,
4721.76,,,,,
4723.644,,,789.0,789.0,789.0
4748.348,,,,,
4848.133,,,,,
4922.298,,,769.0,783.0,776.0
4948.166,,,,,
5048.195,,,,,
5148.254,,,,,
5248.522,,,,,
5263.459,,,770.0,774.0,772.0
5348.806,,,,,
5448.584,,,,,
5463.404,,,763.0,767.0,765.0
5548.637,,,,,
5579.025,1441904.0,464961.0,,,
5648.665,,,,,
5663.044,,,,,
5665.116,,,754.0,748.0,751.0
5721.7919999999995,,,,,
5748.79,,,,,
5849.098000000001,,,,,
5949.329000000001,,,,,
5956.009,,,753.0,758.0,755.5
6049.116,,,,,
6122.06,,,746.0,745.0,745.5
6149.146,,,,,
6249.178000000001,,,,,
6322.0109999999995,,,738.0,745.0,741.5
6349.209,,,,,
6449.406999999999,,,,,
6521.9,,,729.0,722.0,725.5
6549.633000000001,,,,,
6649.415,,,,,
6662.563,,,,,
6721.311,,,,,
6723.141,,,718.0,724.0,721.0
6749.446999999999,,,,,
6849.477,,,,,
6921.819,,,717.0,712.0,714.5
6949.611999999999,,,,,
7049.8769999999995,,,,,
7121.706999999999,,,702.0,709.0,705.5
7150.188,,,,,
7250.4,,,,,
7321.723000000001,,,701.0,704.0,702.5
7350.674,,,,,
7428.156,1442265.0,465647.0,,,
7450.459,,,,,
7550.495,,,,,
7650.526999999999,,,,,
7662.331,,,,,
7664.147,,,692.0,690.0,691.0
7721.121999999999,,,,,
7750.558000000001,,,,,
7850.794,,,,,
7862.828,,,689.0,685.0,687.0
7951.076999999999,,,,,
8050.85,,,,,
8062.776999999999,,,672.0,668.0,670.0
8150.883000000001,,,,,
8250.914,,,,,
8321.43,,,673.0,671.0,672.0
8350.989,,,,,
8451.301,,,,,
8521.455,,,663.0,660.0,661.5
8551.530999999999,,,,,
8651.804,,,,,
8662.107,,,,,
8720.855,,,,,
8722.689,,,662.0,661.0,661.5
8751.59,,,,,
8851.619,,,,,
8921.367,,,651.0,655.0,653.0
8951.651,,,,,
9051.725,,,,,
9121.329,,,648.0,659.0,653.5
9151.959,,,,,
9252.209,,,,,
9277.873,1442533.0,459620.0,,,
9321.271999999999,,,642.0,630.0,636.0
9351.989,,,,,
9452.017,,,,,
9521.207,,,628.0,637.0,632.5
9552.094000000001,,,,,
9652.126,,,,,
9661.878,,,,,
9720.669,,,,,
