Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
87.79,,,77.0,78.0,77.5
271.561,,,,,
287.39,,,,,
289.652,,,79.0,85.0,82.0
487.79900000000004,,,91.0,90.0,90.5
1041.385,1430971.0,11363443.0,,,
1087.661,,,115.0,115.0,115.0
1271.298,,,,,
1287.1689999999999,,,,,
1288.954,,,124.0,121.0,122.5
1487.598,,,132.0,130.0,131.0
1687.602,,,145.0,138.0,141.5
1737.739,,,,,
1838.024,,,,,
1887.5020000000002,,,148.0,139.0,143.5
1937.8,,,,,
2037.829,,,,,
2087.4410000000003,,,143.0,138.0,140.5
2137.861,,,,,
2237.89,,,,,
2271.116,,,,,
2286.944,,,,,
2288.7470000000003,,,151.0,141.0,146.0
2338.178,,,,,
2438.081,,,,,
2487.374,,,142.0,132.0,137.0
2537.984,,,,,
2638.119,,,,,
2687.3190000000004,,,139.0,130.0,134.5
2738.216,,,,,
2838.47,,,,,
2887.3309999999997,1436002.0,461335.0,,,
2938.6740000000004,,,,,
3038.94,,,,,
3139.225,,,,,
3239.012,,,,,
3270.758,,,,,
3286.6290000000004,,,,,
3288.495,,,125.0,124.0,124.5
3487.15,,,119.0,121.0,120.0
3687.078,,,119.0,120.0,119.5
3887.051,,,124.0,120.0,122.0
4087.0559999999996,,,123.0,121.0,122.0
4270.619000000001,,,,,
4286.49,,,,,
4288.362,,,125.0,121.0,123.0
4487.0470000000005,,,130.0,123.0,126.5
4686.991,,,131.0,124.0,127.5
4735.299,1435817.0,3559507.0,,,
4886.888,,,130.0,123.0,126.5
5086.944,,,130.0,127.0,128.5
5270.529,,,,,
5286.186,,,,,
5686.710999999999,,,137.0,139.0,138.0
5886.675,,,142.0,144.0,143.0
6086.633000000001,,,150.0,148.0,149.0
6270.134,,,,,
6285.9619999999995,,,,,
6287.811,,,156.0,154.0,155.0
6486.504,,,160.0,157.0,158.5
6584.451,1433506.0,6380192.0,,,
6686.395,,,161.0,161.0,161.0
6886.342,,,164.0,167.0,165.5
7086.291,,,167.0,174.0,170.5
7269.909000000001,,,,,
7285.738,,,,,
7287.515,,,182.0,179.0,180.5
7486.246,,,181.0,185.0,183.0
7886.066,,,203.0,198.0,200.5
8086.024,,,203.0,209.0,206.0
8269.613000000001,,,,,
8285.484,,,,,
8287.339,,,220.0,217.0,218.5
8431.43,1428211.0,15080583.0,,,
8485.961,,,224.0,233.0,228.5
8685.98,,,236.0,238.0,237.0
8885.873,,,248.0,250.0,249.0
9085.877,,,263.0,259.0,261.0
9269.388,,,,,
9285.259,,,,,
9287.081,,,273.0,268.0,270.5
9485.707,,,283.0,278.0,280.5
9685.669,,,294.0,291.0,292.5
10269.42,,,,,
10279.428,1427519.0,18104275.0,,,
10285.035,,,,,
10287.3,,,314.0,322.0,318.0
10485.487,,,333.0,326.0,329.5
10685.493999999999,,,335.0,339.0,337.0
10885.447,,,350.0,346.0,348.0
11085.403999999999,,,352.0,360.0,356.0
11268.982,,,,,
11284.81,,,,,
11286.68,,,369.0,368.0,368.5
11485.288,,,379.0,375.0,377.0
11685.306,,,384.0,392.0,388.0
11885.246000000001,,,392.0,400.0,396.0
12085.117,,,404.0,418.0,411.0
12127.508999999998,1426349.0,21674464.0,,,
12268.726999999999,,,,,
12284.598,,,,,
12485.158000000001,,,430.0,446.0,438.0
12685.113000000001,,,416.0,453.0,434.5
12885.077,,,453.0,550.0,501.5
13085.048,,,464.0,479.0,471.5
13268.48,,,,,
13284.351,,,,,
13286.145,,,484.0,474.0,479.0
13484.841999999999,,,482.0,501.0,491.5
13684.795,,,449.0,463.0,456.0
13884.743999999999,,,505.0,494.0,499.5
13975.563,1421650.0,26467399.0,,,
14084.706,,,511.0,529.0,520.0
14268.243999999999,,,,,
14284.115,,,,,
14285.918,,,542.0,522.0,532.0
14884.501,,,505.0,519.0,512.0
15084.447,,,586.0,560.0,573.0
15268.276000000002,,,,,
15284.146999999999,,,,,
15286.19,,,383.0,575.0,479.0
15484.398000000001,,,547.0,537.0,542.0
15684.341,,,589.0,608.0,598.5
15824.339,1420525.0,29222865.0,,,
15884.306999999999,,,618.0,577.0,597.5
16084.253999999999,,,560.0,628.0,594.0
16267.796999999999,,,,,
16283.668,,,,,
16285.53,,,635.0,609.0,622.0
16484.217,,,626.0,595.0,610.5
16684.17,,,601.0,599.0,600.0
17267.615,,,,,
17283.444,,,,,
17285.237,,,610.0,661.0,635.5
17483.936999999998,,,688.0,707.0,697.5
17674.43,1417419.0,37292185.0,,,
17683.89,,,716.0,679.0,697.5
17883.836,,,650.0,696.0,673.0
18083.793999999998,,,722.0,704.0,713.0
18267.334,,,,,
18283.162,,,,,
18285.006999999998,,,686.0,738.0,712.0
18483.686,,,630.0,751.0,690.5
18683.651,,,682.0,717.0,699.5
18883.581000000002,,,597.0,755.0,676.0
19267.109,,,,,
19282.98,,,,,
19483.466,,,773.0,743.0,758.0
19519.543,1415958.0,39600722.0,,,
19683.426,,,705.0,763.0,734.0
19883.375,,,805.0,786.0,795.5
20083.339,,,799.0,784.0,791.5
20267.121,,,,,
20282.949,,,,,
20284.98,,,754.0,824.0,789.0
20483.198,,,791.0,817.0,804.0
20683.158,,,767.0,825.0,796.0
20883.112,,,818.0,860.0,839.0
21083.064,,,732.0,855.0,793.5
21266.679,,,,,
21282.507,,,,,
21284.332000000002,,,887.0,858.0,872.5
21374.412,1410330.0,46000808.0,,,
21882.928,,,836.0,882.0,859.0
22082.887000000002,,,832.0,905.0,868.5
22152.055,,,,,
22251.771,,,,,
22266.455,,,,,
22282.283,,,,,
22284.043999999998,,,918.0,882.0,900.0
22351.801,,,,,
22451.833,,,,,
22482.667,,,882.0,877.0,879.5
22551.861,,,,,
22652.097,,,,,
22682.697,,,886.0,887.0,886.5
22752.384,,,,,
22852.158,,,,,
22882.671000000002,,,881.0,892.0,886.5
22952.19,,,,,
23052.22,,,,,
23082.621,,,872.0,881.0,876.5
23152.252,,,,,
23216.856,1431765.0,462119.0,,,
23252.506,,,,,
23266.147,,,,,
23282.017999999996,,,,,
23283.842999999997,,,865.0,884.0,874.5
23352.722,,,,,
23452.974,,,,,
23482.482000000004,,,870.0,869.0,869.5
23553.284,,,,,
23653.495,,,,,
23753.77,,,,,
23853.557,,,,,
23953.587000000003,,,,,
24053.617000000002,,,,,
24082.402000000002,,,832.0,853.0,842.5
24153.647999999997,,,,,
24253.818,,,,,
24265.965,,,,,
24281.793999999998,,,,,
24283.631,,,849.0,844.0,846.5
24354.115,,,,,
24454.326,,,,,
24482.307999999997,,,831.0,837.0,834.0
24554.589,,,,,
24654.885,,,,,
24682.262000000002,,,822.0,835.0,828.5
24755.119,,,,,
24854.903,,,,,
24882.209,,,820.0,817.0,818.5
24954.936,,,,,
25054.965,,,,,
25063.597,1432799.0,460110.0,,,
25082.177000000003,,,810.0,818.0,814.0
25155.1,,,,,
25255.346,,,,,
25265.953999999998,,,,,
25281.825,,,,,
25283.909,,,811.0,817.0,814.0
25355.641,,,,,
25455.394,,,,,
25482.127,,,810.0,794.0,802.0
25555.426,,,,,
25655.457000000002,,,,,
25682.02,,,790.0,804.0,797.0
25755.504,,,,,
25855.777000000002,,,,,
25882.029,,,787.0,795.0,791.0
25955.564,,,,,
26055.596,,,,,
