Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
154.94,,,716.0,707.0,711.5
354.963,,,686.0,763.0,724.5
434.673,1423090.0,38876061.0,,,
554.9119999999999,,,766.0,776.0,771.0
754.8789999999999,,,799.0,747.0,773.0
896.388,,,,,
955.179,,,,,
956.17,,,687.0,782.0,734.5
1296.0330000000001,,,729.0,808.0,768.5
1495.991,,,766.0,773.0,769.5
1695.9379999999999,,,786.0,827.0,806.5
1896.164,,,,,
1954.955,,,,,
1990.0279999999998,,,774.0,827.0,800.5
2154.715,,,823.0,814.0,818.5
2285.45,1418692.0,42189980.0,,,
2354.676,,,801.0,835.0,818.0
2554.629,,,802.0,833.0,817.5
2750.825,,,,,
2754.583,,,810.0,848.0,829.0
2850.71,,,,,
2896.238,,,,,
2950.788,,,,,
2954.986,,,,,
2956.366,,,811.0,826.0,818.5
3050.783,,,,,
3150.812,,,,,
3154.6,,,806.0,813.0,809.5
3250.995,,,,,
3351.312,,,,,
3354.574,,,800.0,805.0,802.5
3451.5240000000003,,,,,
3551.7990000000004,,,,,
3651.5840000000003,,,,,
3695.7129999999997,,,791.0,802.0,796.5
3751.614,,,,,
3851.745,,,,,
3895.7470000000003,,,,,
3897.014,,,785.0,794.0,789.5
3951.84,,,,,
3954.4959999999996,,,,,
4052.113,,,,,
4095.708,,,785.0,791.0,788.0
4130.823,1440226.0,465451.0,,,
4151.899,,,,,
4251.928,,,,,
4351.959,,,,,
4354.365,,,773.0,788.0,780.5
4451.99,,,,,
4552.183,,,,,
4554.379,,,766.0,770.0,768.0
4652.467000000001,,,,,
4752.241,,,,,
4754.348,,,769.0,763.0,766.0
4852.372,,,,,
4895.523,,,,,
4952.402,,,,,
4954.271,,,,,
4955.664000000001,,,753.0,768.0,760.5
5052.459,,,,,
5152.769,,,,,
5154.333,,,749.0,742.0,745.5
5253.0,,,,,
5352.785,,,,,
5354.299,,,739.0,741.0,740.0
5452.816,,,,,
5552.844,,,,,
5554.255999999999,,,738.0,740.0,739.0
5652.948,,,,,
5753.178000000001,,,,,
5754.134,,,726.0,727.0,726.5
5853.062,,,,,
5895.298000000001,,,,,
5953.095,,,,,
5954.047,,,,,
5978.918000000001,1440923.0,464716.0,,,
6053.125,,,,,
6095.437,,,722.0,728.0,725.0
6153.17,,,,,
6253.374,,,,,
6295.3859999999995,,,718.0,710.0,714.0
6353.645,,,,,
6453.433000000001,,,,,
6495.340999999999,,,713.0,709.0,711.0
6553.463000000001,,,,,
6653.491999999999,,,,,
6753.55,,,,,
6754.0019999999995,,,695.0,698.0,696.5
6853.924,,,,,
6895.052,,,,,
6953.843000000001,,,,,
6953.709,,,,,
6955.403,,,695.0,696.0,695.5
7053.74,,,,,
7153.805,,,,,
7154.063,,,684.0,681.0,682.5
7253.875,,,,,
7353.9980000000005,,,,,
7354.16,,,676.0,682.0,679.0
7454.295999999999,,,,,
7553.983,,,675.0,678.0,676.5
7554.618,,,,,
7654.315,,,,,
7753.874,,,662.0,672.0,667.0
7754.45,,,,,
7828.6140000000005,1441310.0,462119.0,,,
7854.475,,,,,
7895.081999999999,,,,,
7953.8730000000005,,,,,
7954.576999999999,,,,,
7955.735,,,653.0,655.0,654.0
8054.779,,,,,
8155.044,,,,,
8255.346,,,,,
8295.118,,,651.0,638.0,644.5
8355.556999999999,,,,,
8455.827,,,,,
8495.08,,,628.0,645.0,636.5
8556.153,,,,,
8656.386,,,,,
8695.028,,,638.0,627.0,632.5
8756.17,,,,,
8856.301,,,,,
8894.612,,,,,
8953.36,,,,,
8955.122,,,618.0,620.0,619.0
8956.332,,,,,
9056.475,,,,,
9153.798,,,618.0,628.0,623.0
9156.706,,,,,
9256.495,,,,,
9353.753,,,601.0,602.0,601.5
9356.523000000001,,,,,
9456.553,,,,,
9553.712,,,602.0,600.0,601.0
9556.614,,,,,
9656.856,,,,,
9674.845,1441596.0,470498.0,,,
9753.665,,,600.0,593.0,596.5
9756.643,,,,,
9856.777,,,,,
9894.386999999999,,,,,
9953.135,,,,,
9955.008,,,588.0,598.0,593.0
9956.804,,,,,
10056.901,,,,,
10153.684000000001,,,589.0,585.0,587.0
10157.114,,,,,
10257.379,,,,,
10353.562,,,580.0,578.0,579.0
10357.679,,,,,
10457.893,,,,,
10558.158000000001,,,,,
10658.496000000001,,,,,
10694.693000000001,,,576.0,560.0,568.0
10758.704,,,,,
10858.508,,,,,
10894.14,,,,,
10895.997,,,570.0,573.0,571.5
10952.931,,,,,
10958.538,,,,,
11058.567,,,,,
11094.623,,,559.0,566.0,562.5
11158.605,,,,,
11258.818000000001,,,,,
11353.421999999999,,,540.0,558.0,549.0
11359.088,,,,,
11459.386999999999,,,,,
11523.813999999998,1441814.0,466823.0,,,
11553.368999999999,,,545.0,561.0,553.0
11559.617,,,,,
11659.406,,,,,
11753.313999999998,,,546.0,536.0,541.0
11759.438,,,,,
11859.543,,,,,
11893.958,,,,,
11952.706,,,,,
11954.628,,,536.0,539.0,537.5
11959.74,,,,,
12059.944,,,,,
12153.233,,,528.0,539.0,533.5
12160.208999999999,,,,,
12260.493999999999,,,,,
12353.25,,,531.0,518.0,524.5
12360.27,,,,,
12460.351,,,,,
12553.23,,,516.0,527.0,521.5
12560.348,,,,,
12660.41,,,,,
12753.169,,,520.0,0.0,260.0
12760.662,,,,,
12860.796,,,,,
12893.947,,,,,
12952.738000000001,,,,,
12960.583999999999,,,,,
13060.612,,,,,
13094.188,,,510.0,505.0,507.5
13160.642,,,,,
13260.671999999999,,,,,
13294.142,,,493.0,500.0,496.5
13360.823999999999,,,,,
13370.433,1441979.0,461237.0,,,
13461.091,,,,,
13494.093,,,493.0,493.0,493.0
13561.378999999999,,,,,
13661.152,,,,,
13752.833999999999,,,482.0,484.0,483.0
13761.183,,,,,
13861.225,,,,,
13893.461000000001,,,,,
13952.252,,,,,
13954.079,,,466.0,470.0,468.0
13961.255,,,,,
14061.54,,,,,
14152.684,,,461.0,466.0,463.5
14161.315,,,,,
14261.341999999999,,,,,
14352.691,,,454.0,465.0,459.5
14361.375,,,,,
14461.406,,,,,
14552.652,,,444.0,442.0,443.0
14561.73,,,,,
14661.961000000001,,,,,
14752.606000000002,,,444.0,437.0,440.5
14761.746000000001,,,,,
14861.677,,,,,
14893.225,,,,,
14952.016000000001,,,,,
14953.743,,,426.0,428.0,427.0
14961.708,,,,,
15061.806999999999,,,,,
15162.018999999998,,,,,
