Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
21801.671000000002,,,833.0,894.0,863.5
21888.412999999997,,,,,
21988.441000000003,,,,,
22001.627999999997,,,919.0,902.0,910.5
22088.522999999997,,,,,
22185.122000000003,,,,,
22188.724,,,,,
22201.078999999998,,,,,
22202.837000000003,,,878.0,900.0,889.0
22288.987999999998,,,,,
22389.29,,,,,
22401.471,,,888.0,898.0,893.0
22489.5,,,,,
22589.772999999997,,,,,
22601.5,,,893.0,898.0,895.5
22689.56,,,,,
22789.592,,,,,
22801.458,,,880.0,889.0,884.5
22889.62,,,,,
22989.651,,,,,
23001.347,,,886.0,879.0,882.5
23065.477000000003,1432652.0,463197.0,,,
23089.892000000003,,,,,
23184.886000000002,,,,,
23190.152000000002,,,,,
23200.842999999997,,,,,
23202.607999999997,,,878.0,877.0,877.5
23290.365,,,,,
23390.641,,,,,
23490.427000000003,,,,,
23590.457000000002,,,,,
23690.488999999998,,,,,
23790.618,,,,,
23801.191000000003,,,859.0,851.0,855.0
23890.894,,,,,
23990.681,,,,,
24001.141,,,846.0,854.0,850.0
24090.711,,,,,
24184.937,,,,,
24190.759,,,,,
24200.851000000002,,,,,
24202.859,,,843.0,833.0,838.0
24290.787,,,,,
24391.031000000003,,,,,
24401.069,,,833.0,830.0,831.5
24491.34,,,,,
24591.571,,,,,
24600.956000000002,,,823.0,821.0,822.0
24691.359,,,,,
24791.389,,,,,
24800.967,,,828.0,829.0,828.5
24891.418999999998,,,,,
24912.362999999998,1433663.0,459914.0,,,
24991.596,,,,,
25000.931,,,813.0,822.0,817.5
25091.773999999998,,,,,
25184.39,,,,,
25192.056,,,,,
25200.347,,,,,
25202.159,,,805.0,813.0,809.0
25292.342,,,,,
25392.115,,,,,
25400.857000000004,,,797.0,798.0,797.5
25492.147999999997,,,,,
25592.18,,,,,
25600.799,,,791.0,798.0,794.5
25692.207000000002,,,,,
25792.484,,,,,
25892.685,,,,,
25992.959,,,,,
26000.702,,,786.0,781.0,783.5
26092.746,,,,,
26184.145,,,,,
26192.764,,,,,
26200.103,,,,,
26201.92,,,771.0,770.0,770.5
26292.796000000002,,,,,
26392.828999999998,,,,,
26400.603,,,776.0,774.0,775.0
26493.021,,,,,
26593.306,,,,,
26600.55,,,758.0,754.0,756.0
26693.082000000002,,,,,
26760.189,1434188.0,459669.0,,,
26793.113999999998,,,,,
26800.513,,,764.0,755.0,759.5
26893.142000000003,,,,,
26993.264,,,,,
27000.46,,,741.0,745.0,743.0
27093.547000000002,,,,,
27183.947,,,,,
27193.411,,,,,
27199.862,,,,,
27201.777000000002,,,741.0,736.0,738.5
27293.44,,,,,
27393.47,,,,,
27400.456000000002,,,738.0,739.0,738.5
27493.5,,,,,
27593.787999999997,,,,,
27600.421000000002,,,722.0,721.0,721.5
27693.562,,,,,
27793.592,,,,,
27800.357999999997,,,715.0,716.0,715.5
27893.623,,,,,
27993.653,,,,,
28093.9,,,,,
28183.756,,,,,
28194.033,,,,,
28199.713,,,,,
28293.821,,,,,
28393.852000000003,,,,,
28400.134,,,700.0,700.0,700.0
28493.884,,,,,
28594.045,,,,,
28600.077999999998,,,701.0,704.0,702.5
28609.502999999997,1434572.0,461776.0,,,
28694.273999999998,,,,,
28794.537999999997,,,,,
28799.968999999997,,,690.0,693.0,691.5
28894.824,,,,,
28994.601000000002,,,,,
28999.995,,,687.0,688.0,687.5
29094.632,,,,,
29183.703999999998,,,,,
29194.611,,,,,
29199.619,,,,,
29201.607000000004,,,682.0,681.0,681.5
29294.713,,,,,
29395.02,,,,,
29399.839,,,680.0,678.0,679.0
29495.222,,,,,
29595.523999999998,,,,,
29599.73,,,671.0,667.0,669.0
29695.276,,,,,
29795.307,,,,,
29799.747000000003,,,660.0,654.0,657.0
29895.337000000003,,,,,
29995.384,,,,,
29999.707000000002,,,652.0,656.0,654.0
30095.648999999998,,,,,
30183.192000000003,,,,,
30195.836,,,,,
30199.107000000004,,,,,
30200.824,,,639.0,649.0,644.0
30295.61,,,,,
30395.64,,,,,
30455.54,1434827.0,463050.0,,,
30495.671000000002,,,,,
30595.701,,,,,
30695.938,,,,,
30796.164,,,,,
30799.41,,,627.0,619.0,623.0
30896.384,,,,,
30996.603,,,,,
30999.362999999998,,,610.0,612.0,611.0
31096.813,,,,,
31183.0,,,,,
31196.942000000003,,,,,
31198.957000000002,,,,,
31200.505,,,610.0,594.0,602.0
31297.226000000002,,,,,
31396.999,,,,,
31399.112,,,604.0,599.0,601.5
31497.033,,,,,
31597.058999999997,,,,,
31599.13,,,595.0,593.0,594.0
31799.084,,,582.0,589.0,585.5
31998.968999999997,,,571.0,580.0,575.5
32182.857000000004,,,,,
32198.771,,,,,
32200.153,,,571.0,560.0,565.5
32303.115,1435044.0,460600.0,,,
32398.835,,,554.0,545.0,549.5
32598.789,,,547.0,543.0,545.0
32998.68,,,516.0,519.0,517.5
33182.526,,,,,
33198.483,,,,,
33199.829,,,512.0,500.0,506.0
33398.536,,,486.0,474.0,480.0
33598.479,,,463.0,459.0,461.0
33798.37,,,446.0,437.0,441.5
33998.342000000004,,,412.0,409.0,410.5
34153.649,1435214.0,461041.0,,,
34182.617,,,,,
34198.532,,,,,
34200.148,,,397.0,380.0,388.5
34398.295,,,387.0,363.0,375.0
34598.31,,,373.0,353.0,363.0
34798.189,,,343.0,325.0,334.0
35182.159,,,,,
35198.074,,,,,
35397.954,,,293.0,263.0,278.0
35597.905,,,273.0,249.0,261.0
35797.921,,,256.0,234.0,245.0
35997.812999999995,,,248.0,217.0,232.5
35998.371,1435362.0,460649.0,,,
36181.905,,,,,
36197.818999999996,,,,,
36199.007000000005,,,236.0,203.0,219.5
36397.608,,,209.0,185.0,197.0
36597.558,,,211.0,172.0,191.5
36797.58,,,192.0,161.0,176.5
36997.473,,,189.0,154.0,171.5
37181.727,,,,,
37197.684,,,,,
37198.651,,,185.0,147.0,166.0
