Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
28.226,,,0.0,0.0,0.0
57.379,,,,,
157.412,,,,,
178.078,1435633.0,330358.0,,,
228.176,,,0.0,0.0,0.0
257.439,,,,,
357.523,,,,,
428.14599999999996,,,0.0,0.0,0.0
457.754,,,,,
557.5419999999999,,,,,
612.188,,,,,
628.016,,,,,
657.671,,,,,
757.702,,,,,
857.7819999999999,,,,,
957.9910000000001,,,,,
1028.147,,,0.0,0.0,0.0
1228.048,,,0.0,0.0,0.0
1427.996,,,0.0,0.0,0.0
1611.935,,,,,
1627.721,,,,,
1629.866,,,0.0,0.0,0.0
1828.069,,,0.0,0.0,0.0
2025.9389999999999,1435605.0,458591.0,,,
2027.9560000000001,,,0.0,0.0,0.0
2227.904,,,0.0,0.0,0.0
2427.922,,,0.0,0.0,0.0
2611.599,,,,,
2627.428,,,,,
2629.195,,,0.0,0.0,0.0
3159.512,,,,,
3227.776,,,0.0,0.0,0.0
3259.5559999999996,,,,,
3359.855,,,,,
3427.725,,,0.0,0.0,0.0
3460.087,,,,,
3559.8720000000003,,,,,
3611.4179999999997,,,,,
3627.289,,,,,
3629.145,,,0.0,0.0,0.0
3660.0040000000004,,,,,
3760.0370000000003,,,,,
3827.792,,,0.0,0.0,0.0
3860.125,,,,,
3872.781,1435693.0,326046.0,,,
3960.329,,,,,
4027.6809999999996,,,0.0,0.0,0.0
4227.626,,,0.0,0.0,0.0
4427.577,,,0.0,0.0,0.0
4611.229,,,,,
4626.972,,,,,
4628.818,,,0.0,3.0,1.5
4827.43,,,1.0,4.0,2.5
5027.448,,,4.0,7.0,5.5
5610.9619999999995,,,,,
5626.7480000000005,,,,,
5628.593000000001,,,34.0,39.0,36.5
5721.979,1431573.0,7940401.0,,,
5827.28,,,51.0,51.0,51.0
6027.25,,,59.0,61.0,60.0
6227.187,,,78.0,75.0,76.5
6427.149,,,78.0,84.0,81.0
6610.964,,,,,
6626.749,,,,,
6628.843000000001,,,95.0,97.0,96.0
6826.999,,,112.0,110.0,111.0
7026.9619999999995,,,112.0,125.0,118.5
7226.909000000001,,,125.0,137.0,131.0
7426.918000000001,,,137.0,151.0,144.0
7569.297,1428684.0,15203426.0,,,
7610.496,,,,,
7626.281999999999,,,,,
7826.710999999999,,,169.0,172.0,170.5
8026.661999999999,,,178.0,188.0,183.0
8226.614,,,184.0,201.0,192.5
8426.619,,,206.0,209.0,207.5
8610.229,,,,,
8626.056999999999,,,,,
8627.871,,,203.0,226.0,214.5
8826.553,,,231.0,241.0,236.0
9026.524,,,243.0,256.0,249.5
9226.476999999999,,,248.0,264.0,256.0
9417.635,1426318.0,19052425.0,,,
9426.416,,,256.0,280.0,268.0
9610.036,,,,,
9625.821,,,,,
9627.648000000001,,,271.0,294.0,282.5
10226.241,,,317.0,332.0,324.5
10426.133,,,325.0,346.0,335.5
10609.778,,,,,
10625.563999999998,,,,,
10627.396,,,338.0,359.0,348.5
10826.028,,,353.0,366.0,359.5
11026.038999999999,,,369.0,385.0,377.0
11225.936000000002,,,369.0,391.0,380.0
11268.423,1422813.0,23215220.0,,,
11425.928,,,378.0,405.0,391.5
11609.767,,,,,
11625.553,,,,,
11627.649,,,405.0,444.0,424.5
11825.867,,,405.0,503.0,454.0
12025.83,,,431.0,430.0,430.5
12444.656,,,451.0,515.0,483.0
12609.329,,,,,
12625.115,,,,,
12626.946000000002,,,439.0,529.0,484.0
12825.642,,,470.0,448.0,459.0
13025.588,,,479.0,464.0,471.5
13114.476,1419057.0,31724070.0,,,
13225.53,,,501.0,537.0,519.0
13425.431,,,506.0,521.0,513.5
13609.089,,,,,
13624.917,,,,,
13626.737,,,523.0,519.0,521.0
13825.388,,,538.0,539.0,538.5
14025.351,,,563.0,605.0,584.0
14225.318000000001,,,569.0,535.0,552.0
14608.907,,,,,
14624.693000000001,,,,,
14825.253999999999,,,597.0,596.0,596.5
14964.697,1421122.0,30694384.0,,,
15025.214,,,672.0,629.0,650.5
15225.163999999999,,,474.0,581.0,527.5
15425.121000000001,,,564.0,589.0,576.5
15608.649,,,,,
15624.435,,,,,
15626.253,,,715.0,670.0,692.5
15824.945,,,641.0,652.0,646.5
16024.905,,,536.0,663.0,599.5
16224.853000000001,,,734.0,675.0,704.5
16424.813000000002,,,623.0,688.0,655.5
16608.638,,,,,
16624.424,,,,,
16626.455,,,684.0,705.0,694.5
16811.767,1417079.0,36209383.0,,,
17224.578999999998,,,789.0,729.0,759.0
17424.539,,,759.0,714.0,736.5
17608.243000000002,,,,,
17623.986,,,,,
17625.76,,,781.0,775.0,778.0
17824.439,,,738.0,754.0,746.0
18024.397,,,749.0,803.0,776.0
18224.368000000002,,,764.0,757.0,760.5
18424.304,,,727.0,773.0,750.0
18608.006,,,,,
18623.791,,,,,
18625.53,,,765.0,822.0,793.5
