Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
19801.988,,,,,
19811.378,,,,,
19813.271,,,451.0,435.0,443.0
19870.127,,,,,
19902.273,,,,,
20002.052,,,,,
20011.943,,,424.0,427.0,425.5
20076.438000000002,1444035.0,464667.0,,,
20102.08,,,,,
20202.112,,,,,
20289.423,,,426.0,426.0,426.0
20302.14,,,,,
20402.405,,,,,
20470.531000000003,,,405.0,418.0,411.5
20502.609,,,,,
20602.881999999998,,,,,
20670.589,,,403.0,413.0,408.0
20702.7,,,,,
20802.732,,,,,
20811.197,,,,,
20869.945,,,,,
20871.821,,,405.0,410.0,407.5
20902.76,,,,,
21002.807999999997,,,,,
21070.496,,,392.0,404.0,398.0
21103.084,,,,,
21202.871,,,,,
21270.443,,,387.0,387.0,387.0
21302.902000000002,,,,,
21402.932,,,,,
21470.407000000003,,,387.0,382.0,384.5
21502.963,,,,,
21603.183999999997,,,,,
21670.313,,,377.0,386.0,381.5
21703.422000000002,,,,,
21803.199,,,,,
21811.168999999998,,,,,
21869.917999999998,,,,,
21903.228,,,,,
21926.147999999997,1444154.0,464618.0,,,
22003.26,,,,,
22011.403,,,365.0,350.0,357.5
22103.287,,,,,
22203.581000000002,,,,,
22211.41,,,357.0,361.0,359.0
22303.787,,,,,
22404.057,,,,,
22411.314,,,356.0,345.0,350.5
22504.342,,,,,
22604.118,,,,,
22670.119,,,341.0,340.0,340.5
22704.2,,,,,
22804.226000000002,,,,,
22810.664,,,,,
22869.327,,,,,
22871.289,,,330.0,330.0,330.0
22904.257999999998,,,,,
23004.545,,,,,
23070.026,,,318.0,321.0,319.5
23104.318,,,,,
23204.35,,,,,
23269.987999999998,,,320.0,319.0,319.5
23304.38,,,,,
23404.411,,,,,
23469.875,,,310.0,311.0,310.5
23504.695,,,,,
23604.47,,,,,
23669.826,,,302.0,301.0,301.5
23704.441000000003,,,,,
23773.193,1444254.0,468440.0,,,
23804.467999999997,,,,,
23810.482000000004,,,,,
23869.187,,,,,
23871.043999999998,,,290.0,293.0,291.5
23904.5,,,,,
24004.795,,,,,
24069.667999999998,,,282.0,285.0,283.5
24105.01,,,,,
24205.282000000003,,,,,
24305.067000000003,,,,,
24405.099,,,,,
24410.832000000002,,,274.0,273.0,273.5
24505.13,,,,,
24605.158,,,,,
24610.843999999997,,,268.0,264.0,266.0
24705.346,,,,,
24805.632,,,,,
24810.255,,,,,
24812.035,,,260.0,258.0,259.0
24869.004,,,,,
24905.408,,,,,
25005.436,,,,,
25069.414,,,254.0,253.0,253.5
25105.472,,,,,
25205.549,,,,,
25269.384,,,252.0,247.0,249.5
25305.857000000004,,,,,
25406.07,,,,,
25469.317000000003,,,239.0,238.0,238.5
25506.341,,,,,
25606.129,,,,,
25620.119,1444365.0,464128.0,,,
25669.279,,,229.0,231.0,230.0
25706.166,,,,,
25806.196,,,,,
25810.001,,,,,
25868.689,,,,,
25870.528,,,228.0,227.0,227.5
25906.227000000003,,,,,
26006.438,,,,,
26069.181,,,216.0,216.0,216.0
26106.724,,,,,
26206.5,,,,,
26269.213,,,214.0,213.0,213.5
26306.533,,,,,
26406.557999999997,,,,,
26506.589,,,,,
26606.882999999998,,,,,
26610.299,,,205.0,201.0,203.0
26707.127,,,,,
26806.912999999997,,,,,
26809.985,,,,,
26812.061,,,198.0,191.0,194.5
26868.52,,,,,
26906.942000000003,,,,,
27006.971,,,,,
27010.224,,,187.0,187.0,187.0
27107.086,,,,,
27207.3,,,,,
27269.099,,,180.0,181.0,180.5
27307.571,,,,,
27407.359,,,,,
27468.887000000002,,,169.0,172.0,170.5
27469.212000000003,1444448.0,462070.0,,,
27507.391,,,,,
27607.422000000002,,,,,
27668.726000000002,,,167.0,168.0,167.5
27707.392999999996,,,,,
27807.674,,,,,
27809.461,,,,,
27868.21,,,,,
27869.953999999998,,,167.0,163.0,165.0
27907.418999999998,,,,,
28007.45,,,,,
28068.702,,,162.0,157.0,159.5
28107.481,,,,,
28207.716,,,,,
28268.681,,,152.0,150.0,151.0
28307.842,,,,,
28408.127,,,,,
28468.583,,,144.0,143.0,143.5
28507.9,,,,,
28607.931,,,,,
28668.397,,,137.0,139.0,138.0
28707.862999999998,,,,,
28807.891,,,,,
28809.235,,,,,
28868.068,,,,,
28908.426,,,,,
29008.382999999998,,,,,
29009.617000000002,,,133.0,128.0,130.5
29108.638,,,,,
29208.946,,,,,
29209.514,,,131.0,123.0,127.0
29309.161,,,,,
29315.742000000002,1444524.0,462413.0,,,
29409.418999999998,,,,,
29409.583,,,127.0,117.0,122.0
29509.707000000002,,,,,
29609.481,,,,,
29668.062,,,109.0,110.0,109.5
29709.412999999997,,,,,
29809.095,,,,,
29809.441000000003,,,,,
29867.843999999997,,,,,
29869.34,,,104.0,104.0,104.0
29909.474,,,,,
30009.767999999996,,,,,
30067.981,,,100.0,100.0,100.0
30109.982999999997,,,,,
30210.257,,,,,
30267.918999999998,,,97.0,95.0,96.0
30310.16,,,,,
30410.082000000002,,,,,
30467.872000000003,,,85.0,88.0,86.5
30510.112,,,,,
30610.142999999996,,,,,
30667.737,,,86.0,85.0,85.5
30710.318,,,,,
30808.816000000003,,,,,
30810.105,,,,,
30867.479,,,,,
30868.957000000002,,,78.0,79.0,78.5
30910.132999999998,,,,,
31010.162,,,,,
31067.692000000003,,,74.0,76.0,75.0
31110.193,,,,,
31164.202,1444596.0,461433.0,,,
31210.4,,,,,
31310.71,,,,,
31408.792999999998,,,70.0,66.0,68.0
31410.943,,,,,
31510.728,,,,,
31608.807,,,64.0,60.0,62.0
31610.759,,,,,
31710.69,,,,,
31808.592,,,,,
31810.389,,,59.0,57.0,58.0
31810.972999999998,,,,,
31867.382999999998,,,,,
31910.993,,,,,
32010.778,,,,,
32067.305,,,50.0,51.0,50.5
32110.808999999997,,,,,
32210.84,,,,,
32267.247000000003,,,46.0,47.0,46.5
32310.946,,,,,
32411.147999999997,,,,,
32467.205,,,42.0,41.0,41.5
32511.445,,,,,
32611.2,,,,,
32667.064,,,34.0,35.0,34.5
32711.127999999997,,,,,
32808.324,,,,,
32811.157999999996,,,,,
32867.115,,,,,
32868.339,,,27.0,29.0,28.0
32911.217000000004,,,,,
33011.309,1444719.0,334964.0,,,
33011.561,,,,,
33066.973,,,24.0,25.0,24.5
33111.756,,,,,
33211.532999999996,,,,,
33266.922999999995,,,22.0,21.0,21.5
33311.562999999995,,,,,
33411.591,,,,,
33511.643,,,,,
33608.141,,,18.0,12.0,15.0
33611.964,,,,,
33712.077000000005,,,,,
33808.185,,,,,
33809.254,,,14.0,11.0,12.5
33812.35,,,,,
33866.848,,,,,
33912.137,,,,,
34007.937999999995,,,8.0,11.0,9.5
34012.169,,,,,
34112.199,,,,,
34212.239,,,,,
34266.583,,,4.0,6.0,5.0
34312.505,,,,,
34412.806000000004,,,,,
34466.542,,,0.0,0.0,0.0
34513.039,,,,,
34612.823,,,,,
34666.422,,,0.0,0.0,0.0
34712.753,,,,,
34807.919,,,,,
34812.782999999996,,,,,
34858.862,1444795.0,332563.0,,,
34866.582,,,,,
34867.63,,,0.0,0.0,0.0
34913.024,,,,,
35013.224,,,,,
35066.337,,,0.0,0.0,0.0
35113.492999999995,,,,,
35266.284,,,0.0,0.0,0.0
35466.235,,,0.0,-2.0,-1.0
35666.095,,,0.0,-4.0,-2.0
35807.653,,,,,
35866.402,,,,,
36007.277,,,0.0,-4.0,-2.0
