Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
24978.001,,,221.0,181.0,201.0
25178.011000000002,,,221.0,180.0,200.5
25377.972,,,216.0,174.0,195.0
25577.92,,,214.0,168.0,191.0
25719.028,,,,,
25763.69,,,,,
25778.032000000003,,,,,
25779.502,,,212.0,162.0,187.0
25863.82,,,,,
25964.129,,,,,
25977.666,,,208.0,161.0,184.5
26064.36,,,,,
26164.146,,,,,
26177.689,,,205.0,155.0,180.0
26207.22,1440908.0,476329.0,,,
26264.175,,,,,
26364.206000000002,,,,,
26377.583,,,201.0,0.0,100.5
26464.269,,,,,
26564.487999999998,,,,,
26577.522999999997,,,191.0,151.0,171.0
26664.651,,,,,
26718.741,,,,,
26764.964,,,,,
26777.532000000003,,,,,
26778.702,,,195.0,148.0,171.5
26865.182,,,,,
26965.44,,,,,
26977.391,,,185.0,147.0,166.0
27065.949,,,,,
27166.026,,,,,
27265.815,,,,,
27365.843999999997,,,,,
27377.292,,,187.0,142.0,164.5
27465.872000000003,,,,,
27565.943,,,,,
27577.256,,,179.0,142.0,160.5
