Time Offset [ms],voltage,current,vehicle_velocity_left,vehicle_velocity_right,average_velocity
30.156,1434334.0,23388239.0,,,
110.948,,,385.0,458.0,421.5
259.52,,,,,
310.418,,,,,
312.27099999999996,,,403.0,515.0,459.0
510.921,,,412.0,541.0,476.5
710.815,,,434.0,518.0,476.0
910.773,,,450.0,603.0,526.5
1110.734,,,493.0,528.0,510.5
1259.46,,,,,
1310.401,,,,,
1312.4260000000002,,,480.0,494.0,487.0
1510.575,,,494.0,598.0,546.0
1859.646,,,538.0,568.0,553.0
1880.019,1424092.0,40497324.0,,,
2059.683,,,539.0,597.0,568.0
2259.022,,,,,
2309.92,,,,,
2311.802,,,562.0,558.0,560.0
2510.426,,,583.0,643.0,613.0
2710.448,,,579.0,625.0,602.0
2910.401,,,626.0,607.0,616.5
3110.373,,,644.0,607.0,625.5
3258.7859999999996,,,,,
3309.7270000000003,,,,,
3311.585,,,655.0,627.0,641.0
3510.2290000000003,,,667.0,668.0,667.5
3710.177,,,651.0,668.0,659.5
3725.5890000000004,1420244.0,53075526.0,,,
4059.198,,,695.0,721.0,708.0
4258.604,,,,,
4260.418,,,709.0,664.0,686.5
4309.502,,,,,
4459.093,,,724.0,635.0,679.5
4709.965999999999,,,689.0,773.0,731.0
4909.927,,,736.0,771.0,753.5
5109.846,,,739.0,805.0,772.0
5258.366,,,,,
5309.265,,,,,
5311.076,,,753.0,778.0,765.5
5509.772,,,764.0,768.0,766.0
5579.925,1427312.0,31911103.0,,,
5709.651,,,774.0,785.0,779.5
5909.6759999999995,,,781.0,772.0,776.5
6109.715,,,772.0,777.0,774.5
6258.3009999999995,,,,,
6309.241999999999,,,,,
6458.669,,,774.0,812.0,793.0
6658.628000000001,,,788.0,814.0,801.0
6909.523,,,784.0,825.0,804.5
7109.394,,,801.0,812.0,806.5
7257.863,,,,,
7308.804,,,,,
7310.603,,,808.0,825.0,816.5
7422.3859999999995,1424938.0,33122236.0,,,
7509.219,,,821.0,831.0,826.0
7709.179,,,814.0,831.0,822.5
7909.13,,,829.0,848.0,838.5
8109.2480000000005,,,836.0,836.0,836.0
8257.639000000001,,,,,
8308.58,,,,,
8310.485,,,840.0,873.0,856.5
8658.15,,,841.0,833.0,837.0
8858.106,,,842.0,857.0,849.5
9058.008,,,831.0,877.0,854.0
9257.388,,,,,
9268.639000000001,1424779.0,33961459.0,,,
9293.6,,,,,
9308.286,,,,,
9310.193000000001,,,850.0,876.0,863.0
9393.629,,,,,
9493.708,,,,,
9508.868,,,846.0,859.0,852.5
9593.984,,,,,
9693.771999999999,,,,,
9708.767,,,845.0,861.0,853.0
9793.801,,,,,
9893.833,,,,,
9908.718,,,842.0,842.0,842.0
9993.919,,,,,
10094.167,,,,,
10108.714,,,838.0,843.0,840.5
10193.953000000001,,,,,
10257.164,,,,,
10293.983,,,,,
10308.104,,,,,
10309.931999999999,,,834.0,837.0,835.5
10394.011,,,,,
10494.043,,,,,
10508.604,,,826.0,822.0,824.0
10594.275,,,,,
10694.56,,,,,
10708.577,,,816.0,823.0,819.5
10794.335,,,,,
10894.4,,,,,
10994.396,,,,,
11057.561000000002,,,802.0,814.0,808.0
11094.498,,,,,
11117.245,1442481.0,472017.0,,,
11194.758,,,,,
11257.195,,,,,
11259.312,,,798.0,790.0,794.0
11294.968,,,,,
11308.221000000001,,,,,
11395.241000000002,,,,,
11457.541000000001,,,795.0,787.0,791.0
11495.031,,,,,
11595.058,,,,,
11695.09,,,,,
11708.403999999999,,,775.0,778.0,776.5
11795.19,,,,,
11895.46,,,,,
11908.356000000002,,,777.0,785.0,781.0
11995.743999999999,,,,,
12095.468,,,,,
12108.256000000001,,,767.0,762.0,764.5
12195.496000000001,,,,,
12256.719,,,,,
12295.528999999999,,,,,
12307.617,,,,,
12309.493999999999,,,757.0,763.0,760.0
12395.588,,,,,
12495.899,,,,,
