Time Offset [ms],vehicle_velocity_left,vehicle_velocity_right,average_velocity
20849.52,1114.0,1105.0,1109.5
21050.726000000002,1090.0,1087.0,1088.5
21249.335,1088.0,1095.0,1091.5
21449.306,1099.0,1086.0,1092.5
21649.259,1080.0,1078.0,1079.0
21849.211,1075.0,1068.0,1071.5
22050.442000000003,1062.0,1063.0,1062.5
22649.093999999997,1051.0,1043.0,1047.0
22849.072999999997,1049.0,1034.0,1041.5
23050.281000000003,1037.0,1036.0,1036.5
23249.071,1024.0,1020.0,1022.0
23449.022,1016.0,1015.0,1015.5
23648.975,1024.0,1008.0,1016.0
23848.922000000002,1001.0,1012.0,1006.5
24050.15,988.0,999.0,993.5
24248.737999999998,982.0,998.0,990.0
24848.532000000003,974.0,978.0,976.0
25050.252999999997,967.0,952.0,959.5
