Time Offset [ms],vehicle_velocity_left,vehicle_velocity_right,average_velocity
10981.767,918.0,969.0,943.5
11181.722,919.0,951.0,935.0
11381.618999999999,935.0,936.0,935.5
11581.64,948.0,941.0,944.5
11782.876,941.0,942.0,941.5
11981.57,932.0,941.0,936.5
12181.506000000001,929.0,931.0,930.0
12381.466,922.0,927.0,924.5
12723.878999999999,913.0,913.0,913.0
12922.515,911.0,898.0,904.5
13122.464,905.0,903.0,904.0
13381.267,884.0,880.0,882.0
13581.222,892.0,871.0,881.5
13782.431,878.0,871.0,874.5
13981.128,871.0,875.0,873.0
14181.077,862.0,859.0,860.5
14380.963,852.0,852.0,852.0
14580.976999999999,840.0,859.0,849.5
14922.069,844.0,843.0,843.5
15122.067,832.0,835.0,833.5
15321.979,819.0,823.0,821.0
15580.718,807.0,823.0,815.0
15782.433,815.0,815.0,815.0
15980.576000000001,796.0,813.0,804.5
16180.541000000001,796.0,796.0,796.0
16380.546,781.0,802.0,791.5
16580.51,781.0,792.0,786.5
16781.748,772.0,790.0,781.0
16980.429,774.0,773.0,773.5
17321.483,766.0,755.0,760.5
17521.493000000002,747.0,753.0,750.0
