Time Offset [ms],vehicle_velocity_left,vehicle_velocity_right,average_velocity
21801.671000000002,833.0,894.0,863.5
22001.627999999997,919.0,902.0,910.5
22202.837000000003,878.0,900.0,889.0
22401.471,888.0,898.0,893.0
22601.5,893.0,898.0,895.5
22801.458,880.0,889.0,884.5
23001.347,886.0,879.0,882.5
23202.607999999997,878.0,877.0,877.5
23801.191000000003,859.0,851.0,855.0
24001.141,846.0,854.0,850.0
24202.859,843.0,833.0,838.0
24401.069,833.0,830.0,831.5
24600.956000000002,823.0,821.0,822.0
24800.967,828.0,829.0,828.5
25000.931,813.0,822.0,817.5
25202.159,805.0,813.0,809.0
25400.857000000004,797.0,798.0,797.5
25600.799,791.0,798.0,794.5
26000.702,786.0,781.0,783.5
26201.92,771.0,770.0,770.5
26400.603,776.0,774.0,775.0
26600.55,758.0,754.0,756.0
26800.513,764.0,755.0,759.5
27000.46,741.0,745.0,743.0
27201.777000000002,741.0,736.0,738.5
27400.456000000002,738.0,739.0,738.5
27600.421000000002,722.0,721.0,721.5
27800.357999999997,715.0,716.0,715.5
28400.134,700.0,700.0,700.0
28600.077999999998,701.0,704.0,702.5
28799.968999999997,690.0,693.0,691.5
28999.995,687.0,688.0,687.5
29201.607000000004,682.0,681.0,681.5
29399.839,680.0,678.0,679.0
29599.73,671.0,667.0,669.0
29799.747000000003,660.0,654.0,657.0
29999.707000000002,652.0,656.0,654.0
30200.824,639.0,649.0,644.0
30799.41,627.0,619.0,623.0
30999.362999999998,610.0,612.0,611.0
31200.505,610.0,594.0,602.0
31399.112,604.0,599.0,601.5
31599.13,595.0,593.0,594.0
